Date,Temperature,Sea Level Pressure,Visibility,Wind Speed,Precipitation
2001-05-20,66.7,1009.5,10.0,8.2,0.0
2001-05-21,68.2,998.6,7.8,11.6,0.0
2001-05-22,56.2,1004.6,10.0,12.2,0.0
2001-05-23,53.1,1005.3,10.0,8.8,99.99
2001-05-24,52.6,1006.3,9.2,6.2,0.0
2001-05-25,52.6,1008.9,9.0,5.5,0.0
2001-05-26,51.9,1006.7,7.5,7.4,0.0
2001-05-27,53.2,1005.0,8.3,10.9,0.0
2001-05-28,58.3,1011.8,8.8,4.2,99.99
2001-05-29,58.6,1017.1,8.7,8.9,0.0
2001-05-30,54.1,1021.8,10.0,9.1,0.23
2001-05-31,54.9,1017.2,9.4,9.3,0.0
2001-06-01,55.4,1004.2,6.3,9.5,0.92
2001-06-02,56.5,1000.2,9.9,11.8,0.03
2001-06-03,52.9,1010.2,10.0,7.3,0.0
2001-06-04,52.2,1016.5,10.0,9.0,0.0
2001-06-05,53.4,1017.3,6.1,8.4,0.11
2001-06-06,57.8,1016.7,1.6,6.0,0.54
2001-06-07,60.6,1017.6,6.2,5.4,0.0
2001-06-08,63.8,1017.8,8.4,6.1,0.0
2001-06-09,69.6,1015.5,10.0,6.4,0.0
2001-06-10,75.3,1010.3,10.0,10.1,0.0
2001-06-11,79.5,1007.5,9.2,6.7,0.0
2001-06-12,75.3,1007.9,9.8,6.9,0.29
2001-06-13,82.8,1008.6,8.8,9.0,0.36
2001-06-14,84.5,1009.3,8.2,11.3,0.0
2001-06-15,74.5,1008.9,9.8,9.2,0.52
2001-06-16,74.2,1016.1,10.0,8.3,0.0
2001-06-17,76.5,1019.9,10.0,5.9,0.0
2001-06-18,80.8,1016.2,9.9,11.5,0.06
2001-06-19,80.5,1015.6,10.0,12.9,0.05
2001-06-20,70.4,1021.5,10.0,5.4,0.0
2001-06-21,65.1,1018.6,9.1,6.2,0.09
2001-06-22,61.5,1016.6,8.8,7.1,0.25
2001-06-23,63.3,1018.5,9.3,6.1,0.0
2001-06-24,69.4,1020.8,9.7,6.0,0.0
2001-06-25,75.5,1022.1,10.0,6.7,0.0
2001-06-26,78.7,1022.7,10.0,6.3,0.0
2001-06-27,78.7,1023.9,9.8,6.3,0.0
2001-06-28,79.2,1022.1,8.8,6.0,0.0
2001-06-29,79.4,1017.6,8.4,6.4,0.0
2001-06-30,81.1,1013.8,8.1,8.1,0.0
2001-07-01,71.7,1015.8,10.0,11.9,0.0
2001-07-02,62.5,1024.1,10.0,8.9,0.0
2001-07-03,70.9,1017.0,9.6,9.0,0.0
2001-07-04,77.8,1013.2,9.5,8.5,0.45
2001-07-05,70.0,1015.1,10.0,9.3,0.0
2001-07-06,66.6,1018.8,10.0,6.6,0.0
2001-07-07,75.9,1011.3,10.0,9.8,0.24
2001-07-08,81.1,1010.9,9.5,6.1,0.01
2001-07-09,80.0,1010.6,7.9,6.3,0.0
2001-07-10,81.9,1009.2,9.3,6.4,0.0
2001-07-11,72.4,1013.9,10.0,10.5,0.0
2001-07-12,72.0,1016.9,10.0,7.0,0.0
2001-07-13,71.8,1019.0,10.0,8.1,0.0
2001-07-14,74.9,1017.3,10.0,7.3,0.0
2001-07-15,78.7,1015.3,10.0,5.1,0.0
2001-07-16,78.6,1015.0,10.0,6.9,0.0
2001-07-17,80.1,1013.0,8.0,6.3,0.0
2001-07-18,78.9,1012.7,5.2,5.4,0.0
2001-07-19,80.9,1014.8,4.9,5.9,0.01
2001-07-20,83.2,1014.5,8.0,5.4,0.0
2001-07-21,84.3,1011.6,9.0,6.6,0.0
2001-07-22,81.3,1010.1,8.2,5.3,0.0
2001-07-23,79.9,1010.2,8.7,7.6,0.26
2001-07-24,81.0,1010.7,8.9,6.7,1.32
2001-07-25,74.7,1011.7,9.0,9.2,0.42
2001-07-26,73.4,1017.9,10.0,11.5,0.5
2001-07-27,71.8,1022.0,10.0,10.0,0.0
2001-07-28,73.9,1017.1,10.0,6.8,0.0
2001-07-29,79.3,1013.1,6.2,4.8,0.03
2001-07-30,79.2,1015.1,6.6,6.2,0.0
2001-07-31,83.9,1018.0,10.0,6.6,0.0
2001-08-01,85.6,1020.5,7.6,8.7,0.0
2001-08-02,80.2,1020.0,8.7,7.1,0.0
2001-08-03,79.5,1017.4,8.4,6.2,3.14
2001-08-04,77.1,1016.2,10.0,5.9,0.0
2001-08-05,80.2,1018.3,9.8,4.8,0.0
2001-08-06,81.6,1019.9,10.0,6.1,0.0
2001-08-07,84.2,1018.4,10.0,7.8,0.0
2001-08-08,86.3,1015.6,8.3,7.6,0.0
2001-08-09,85.8,1010.6,7.0,7.6,0.0
2001-08-10,75.7,1013.9,9.4,10.8,0.3
2001-08-11,73.0,1017.3,10.0,8.2,0.0
2001-08-12,73.8,1017.4,10.0,5.7,0.0
2001-08-13,73.5,1019.2,9.9,9.6,0.05
2001-08-14,69.1,1020.1,10.0,7.3,0.0
2001-08-15,70.0,1015.0,10.0,5.5,0.0
2001-08-16,70.0,1008.6,6.7,8.5,0.66
2001-08-17,69.5,1015.1,10.0,8.3,0.02
2001-08-18,68.4,1011.5,9.4,5.8,0.0
2001-08-19,66.9,1008.8,8.8,9.5,0.49
2001-08-20,68.7,1016.2,10.0,7.2,0.14
2001-08-21,70.1,1017.7,10.0,6.8,0.0
2001-08-22,75.9,1012.9,9.1,10.3,0.13
2001-08-23,73.5,1014.6,7.7,6.3,0.08
2001-08-24,73.6,1017.7,6.7,8.4,0.0
2001-08-25,74.7,1013.2,5.1,7.4,0.07
2001-08-26,75.2,1011.7,10.0,6.6,0.8
2001-08-27,76.1,1012.4,9.8,7.4,0.0
2001-08-28,74.1,1012.9,10.0,7.3,0.0
2001-08-29,72.3,1016.4,10.0,6.3,0.0
2001-08-30,77.4,1010.5,9.9,8.1,0.0
2001-08-31,72.3,1010.3,8.2,9.2,0.46
2001-09-01,64.2,1017.8,10.0,9.8,0.12
2001-09-02,66.5,1016.2,10.0,5.4,0.0
2001-09-03,74.7,1011.9,10.0,7.8,0.0
2001-09-04,73.6,1015.7,10.0,9.8,0.0
2001-09-05,68.9,1021.2,10.0,7.0,0.0
2001-09-06,74.4,1017.3,9.7,8.5,0.0
2001-09-07,77.9,1007.6,8.6,10.9,0.63
2001-09-08,77.2,1005.7,9.8,14.5,0.05
2001-09-09,69.9,1010.6,8.8,7.9,0.22
2001-09-10,64.2,1019.0,9.9,9.8,0.27
2001-09-11,67.6,1024.0,10.0,4.8,0.0
2001-09-12,72.7,1019.8,10.0,7.3,0.0
2001-09-13,67.7,1021.3,10.0,11.9,0.0
2001-09-14,60.1,1027.5,10.0,12.6,0.0
2001-09-15,61.2,1025.0,10.0,7.3,0.0
2001-09-16,62.2,1021.3,10.0,6.0,0.0
2001-09-17,64.2,1017.3,10.0,5.8,0.0
2001-09-18,64.1,1015.1,8.1,7.7,0.06
2001-09-19,65.4,1004.8,5.0,11.2,1.37
2001-09-20,63.8,1012.1,8.5,8.9,0.05
2001-09-21,65.5,1011.0,8.5,7.0,0.53
2001-09-22,64.3,1016.7,8.8,5.1,0.01
2001-09-23,64.1,1013.8,8.4,7.1,0.02
2001-09-24,52.1,1020.3,10.0,15.9,0.69
2001-09-25,50.0,1021.2,10.0,12.1,0.02
2001-09-26,56.7,1016.1,10.0,9.8,0.0
2001-09-27,56.1,1018.6,10.0,8.5,0.0
2001-09-28,55.3,1023.7,10.0,10.6,0.0
2001-09-29,57.7,1027.5,10.0,6.1,0.0
2001-09-30,58.3,1026.6,8.0,5.0,0.0
2001-10-01,63.1,1019.2,9.9,6.5,0.0
2001-10-02,67.3,1013.9,9.0,5.6,0.0
2001-10-03,71.6,1010.1,10.0,11.7,0.0
2001-10-04,58.3,1014.7,8.4,6.5,0.0
2001-10-05,49.5,1015.8,8.7,5.9,1.56
2001-10-06,44.5,1019.4,10.0,8.7,0.3
2001-10-07,42.5,1026.4,10.0,5.0,0.0
2001-10-08,53.8,1026.7,10.0,9.1,0.0
2001-10-09,63.1,1021.7,10.0,13.1,0.0
2001-10-10,63.6,1015.8,9.9,16.0,0.0
2001-10-11,59.0,1017.0,9.8,7.8,0.14
2001-10-12,56.7,1010.1,9.1,10.2,0.73
2001-10-13,60.7,1004.7,6.0,8.8,0.01
2001-10-14,55.3,1000.4,8.9,8.9,1.79
2001-10-15,49.5,1015.4,10.0,10.4,0.03
2001-10-16,47.1,1017.4,9.6,12.3,0.08
2001-10-17,43.6,1024.9,10.0,7.5,0.01
2001-10-18,51.5,1018.4,10.0,11.9,0.0
2001-10-19,55.3,1013.2,10.0,7.1,0.0
2001-10-20,55.9,1014.2,10.0,7.6,0.0
2001-10-21,59.5,1015.6,9.3,6.4,0.0
2001-10-22,58.6,1015.3,8.4,5.9,0.0
2001-10-23,63.9,1000.1,9.2,9.4,0.62
2001-10-24,60.5,997.2,8.1,10.1,0.53
2001-10-25,40.7,1005.0,10.0,21.2,0.47
2001-10-26,39.1,1017.1,10.0,18.3,0.0
2001-10-27,40.4,1029.2,10.0,9.7,0.0
2001-10-28,41.7,1031.0,10.0,9.2,0.0
2001-10-29,49.3,1029.4,10.0,10.6,0.0
2001-10-30,50.3,1031.5,9.8,9.0,0.0
2001-10-31,57.6,1019.9,10.0,11.5,0.03
2001-11-01,61.2,1010.8,9.9,15.9,0.0
2001-11-02,62.7,1015.2,9.5,10.1,0.05
2001-11-03,54.0,1026.7,10.0,6.4,0.0
2001-11-04,53.1,1025.8,10.0,6.9,0.0
2001-11-05,46.3,1028.3,10.0,4.3,0.0
2001-11-06,49.7,1024.7,10.0,7.0,0.0
2001-11-07,56.4,1022.0,10.0,5.7,0.0
2001-11-08,54.4,1019.5,9.8,11.5,0.0
2001-11-09,42.0,1028.5,10.0,8.0,0.01
2001-11-10,48.8,1018.0,10.0,11.9,0.0
2001-11-11,45.7,1027.8,10.0,9.0,0.0
2001-11-12,44.4,1030.9,10.0,5.5,0.0
2001-11-13,52.2,1024.7,10.0,9.4,0.0
2001-11-14,55.8,1020.6,6.6,8.0,0.15
2001-11-15,60.4,1018.7,6.4,8.5,0.06
2001-11-16,56.5,1021.7,5.1,6.7,0.0
2001-11-17,51.8,1027.4,6.0,4.9,0.0
2001-11-18,55.1,1022.2,2.8,6.5,0.0
2001-11-19,51.4,1015.7,8.1,11.6,0.07
2001-11-20,37.4,1022.7,10.0,8.4,0.02
2001-11-21,42.8,1013.6,10.0,9.8,0.0
2001-11-22,47.2,1011.4,10.0,9.1,0.0
2001-11-23,52.1,1009.9,10.0,10.2,0.0
2001-11-24,59.8,1001.3,9.7,14.0,0.0
2001-11-25,48.1,1004.8,9.8,16.3,0.34
2001-11-26,45.3,1019.1,9.5,9.8,0.13
2001-11-27,46.4,1012.2,7.7,10.9,0.12
2001-11-28,38.5,1024.0,9.5,6.7,0.0
2001-11-29,43.8,1017.9,8.0,8.3,0.18
2001-11-30,46.4,1006.4,7.7,11.7,0.42
2001-12-01,40.7,1017.7,8.7,11.3,0.05
2001-12-02,40.5,1023.9,6.3,6.9,0.0
2001-12-03,48.9,1019.1,9.9,8.6,0.0
2001-12-04,57.2,1017.9,10.0,10.1,0.0
2001-12-05,62.5,1015.9,9.8,13.4,0.0
2001-12-06,47.9,1017.7,10.0,10.6,0.09
2001-12-07,42.3,1018.6,9.8,7.0,0.0
2001-12-08,44.4,1018.5,8.2,7.5,0.0
2001-12-09,34.1,1024.2,9.8,6.5,0.0
2001-12-10,37.0,1022.0,10.0,6.7,0.0
2001-12-11,38.1,1024.6,9.5,5.2,0.0
2001-12-12,44.1,1019.9,6.5,7.2,0.0
2001-12-13,45.4,1012.2,7.3,8.6,0.21
2001-12-14,35.8,1014.8,5.5,7.0,0.01
2001-12-15,36.6,1026.1,4.4,6.4,0.2
2001-12-16,43.0,1023.4,6.5,7.9,0.0
2001-12-17,45.8,1011.4,6.9,6.8,0.27
2001-12-18,38.2,1012.0,8.0,6.8,0.1
2001-12-19,38.0,1009.9,8.0,9.7,0.0
2001-12-20,33.7,1020.1,10.0,8.1,0.05
2001-12-21,32.9,1025.3,10.0,4.5,0.0
2001-12-22,40.5,1017.1,9.5,12.4,0.0
2001-12-23,32.1,1008.5,8.4,14.9,0.15
2001-12-24,21.0,1012.9,6.1,13.3,0.0
2001-12-25,17.8,1017.8,9.4,9.3,0.0
2001-12-26,14.2,1012.7,8.7,10.0,0.0
2001-12-27,22.5,1006.0,8.0,12.3,0.0
2001-12-28,25.4,1004.2,8.5,11.6,0.0
2001-12-29,16.8,1015.3,9.7,11.8,0.0
2001-12-30,12.7,1023.4,10.0,11.1,0.0
2001-12-31,15.3,1023.6,10.0,10.0,0.0
2002-01-01,18.1,1026.5,10.0,5.3,0.0
2002-01-02,23.2,1031.2,10.0,4.5,0.0
2002-01-03,22.1,1026.7,10.0,6.6,0.0
2002-01-04,26.6,1020.2,10.0,10.6,0.0
2002-01-05,33.7,1015.2,9.2,9.3,0.0
2002-01-06,33.8,1012.5,6.9,9.7,0.02
2002-01-07,24.4,1019.9,10.0,10.4,0.0
2002-01-08,28.9,1013.0,10.0,10.5,0.0
2002-01-09,44.9,1004.3,10.0,12.0,0.0
2002-01-10,42.6,1011.2,10.0,7.3,0.0
2002-01-11,38.0,1017.2,10.0,10.4,0.0
2002-01-12,37.1,1010.0,10.0,9.5,0.0
2002-01-13,34.1,1009.0,10.0,7.9,0.0
2002-01-14,37.8,1004.6,9.2,9.8,0.0
2002-01-15,33.6,1015.2,8.3,12.3,0.03
2002-01-16,31.5,1021.9,7.8,7.9,0.0
2002-01-17,24.0,1020.5,9.0,10.0,0.08
2002-01-18,19.8,1024.5,9.8,7.9,0.0
2002-01-19,20.5,1019.5,10.0,5.5,0.0
2002-01-20,29.9,1015.2,8.5,9.8,0.03
2002-01-21,32.1,1010.0,8.1,11.2,0.02
2002-01-22,39.5,1017.2,10.0,10.0,0.04
2002-01-23,46.8,1008.6,6.7,10.9,0.01
2002-01-24,37.3,1013.6,10.0,10.4,0.0
2002-01-25,37.1,1019.9,10.0,10.9,0.0
2002-01-26,42.3,1016.2,10.0,11.1,0.0
2002-01-27,46.9,1014.9,10.0,11.2,0.0
2002-01-28,45.5,1012.4,9.3,8.0,0.0
2002-01-29,37.2,1014.6,9.3,9.8,0.0
2002-01-30,33.6,1021.8,5.4,8.4,0.0
2002-01-31,32.9,1018.0,3.9,12.5,0.16
2002-02-01,32.1,1015.6,8.9,12.5,0.48
2002-02-02,24.2,1030.7,8.3,7.2,0.0
2002-02-03,31.5,1020.2,9.5,10.8,0.0
2002-02-04,21.4,1028.0,10.0,12.5,0.0
2002-02-05,21.1,1031.6,10.0,8.9,0.0
2002-02-06,29.2,1023.9,10.0,6.5,0.0
2002-02-07,32.4,1017.1,7.4,9.0,0.0
2002-02-08,35.2,1018.4,6.1,9.0,0.0
2002-02-09,41.5,1018.7,8.3,8.0,0.0
2002-02-10,40.8,1015.3,8.8,12.0,0.04
2002-02-11,30.1,1026.2,10.0,10.8,0.0
2002-02-12,38.6,1012.6,10.0,16.7,0.0
2002-02-13,28.8,1026.7,10.0,9.1,0.0
2002-02-14,34.9,1022.7,10.0,12.0,0.0
2002-02-15,39.6,1012.8,9.9,13.8,0.0
2002-02-16,38.4,1011.9,10.0,13.1,0.0
2002-02-17,33.9,1022.0,10.0,8.6,0.0
2002-02-18,36.3,1022.9,10.0,11.0,0.0
2002-02-19,44.4,1013.1,9.1,11.9,0.11
2002-02-20,47.2,999.9,7.0,13.5,0.35
2002-02-21,33.7,1010.2,8.6,12.2,0.05
2002-02-22,31.2,1023.7,10.0,9.3,0.0
2002-02-23,34.6,1020.8,10.0,8.3,0.0
2002-02-24,46.4,1014.5,10.0,14.3,0.0
2002-02-25,44.4,1011.5,9.5,13.2,0.0
2002-02-26,28.4,1013.1,4.9,11.3,0.0
2002-02-27,21.3,1015.7,8.8,12.6,0.0
2002-02-28,23.2,1019.0,9.8,11.0,0.01
2002-03-01,28.2,1025.6,10.0,7.4,0.0
2002-03-02,33.9,1015.3,3.0,6.7,0.38
2002-03-03,19.4,1013.7,5.7,10.8,0.29
2002-03-04,4.7,1024.4,9.4,11.0,0.0
2002-03-05,22.1,1022.9,8.0,7.2,0.0
2002-03-06,36.5,1018.2,8.9,6.8,0.25
2002-03-07,36.1,1022.1,7.4,10.4,0.07
2002-03-08,51.9,1014.0,8.1,12.6,0.0
2002-03-09,48.5,1008.0,7.1,21.3,0.25
2002-03-10,23.2,1029.6,10.0,18.9,0.19
2002-03-11,33.2,1025.7,10.0,9.8,0.0
2002-03-12,41.1,1017.3,9.2,5.6,0.0
2002-03-13,45.6,1011.2,9.6,8.8,0.0
2002-03-14,51.4,1010.3,9.9,11.0,0.0
2002-03-15,48.5,1006.9,10.0,12.5,0.0
2002-03-16,36.3,1024.5,9.7,13.9,0.02
2002-03-17,36.7,1022.5,9.3,10.9,0.0
2002-03-18,39.3,1022.3,7.9,6.8,0.01
2002-03-19,40.9,1023.5,8.9,7.2,0.0
2002-03-20,42.0,1019.2,7.7,8.2,0.06
2002-03-21,30.1,1025.2,8.8,13.5,0.02
2002-03-22,23.7,1028.6,10.0,14.7,0.0
2002-03-23,37.7,1017.8,10.0,13.8,0.0
2002-03-24,37.5,1017.6,10.0,11.2,0.0
2002-03-25,28.1,1025.0,8.0,18.0,0.0
2002-03-26,31.5,1023.7,9.8,13.0,0.0
2002-03-27,33.9,1024.6,10.0,4.3,0.02
2002-03-28,39.2,1016.7,9.4,10.7,0.0
2002-03-29,42.6,1010.2,5.4,5.5,0.0
2002-03-30,43.6,1013.8,9.1,10.1,0.37
2002-03-31,41.2,1018.1,10.0,8.2,0.0
2002-04-01,35.8,1017.1,8.2,5.7,0.0
2002-04-02,39.3,1009.6,7.3,9.8,0.34
2002-04-03,36.1,1022.9,9.8,9.7,0.24
2002-04-04,34.4,1031.0,9.0,7.5,0.0
2002-04-05,34.0,1030.6,8.3,6.0,0.0
2002-04-06,35.0,1030.4,9.5,6.1,0.0
2002-04-07,39.3,1020.3,9.6,9.9,0.0
2002-04-08,50.1,1011.4,5.2,6.6,0.31
2002-04-09,45.8,1018.8,7.4,7.8,1.16
2002-04-10,48.0,1030.9,9.6,7.8,0.0
2002-04-11,63.7,1019.8,10.0,12.8,0.0
2002-04-12,61.5,1016.4,8.8,9.9,0.0
2002-04-13,52.8,1020.4,9.1,5.1,0.0
2002-04-14,58.8,1012.3,9.1,6.3,0.0
2002-04-15,74.4,1007.0,10.0,11.7,0.0
2002-04-16,77.3,1010.9,10.0,15.7,0.0
2002-04-17,75.8,1013.2,10.0,11.3,0.0
2002-04-18,76.4,1012.9,9.8,11.2,0.0
2002-04-19,65.5,1012.8,10.0,12.7,0.0
2002-04-20,45.0,1019.8,9.0,15.8,0.0
2002-04-21,42.7,9999.9,6.3,14.6,0.0
2002-04-22,40.3,9999.9,8.2,7.4,99.99
2002-04-23,45.1,1020.4,10.0,6.4,0.0
2002-04-24,59.2,1013.9,9.6,12.0,0.0
2002-04-25,47.7,1018.8,10.0,17.3,0.0
2002-04-26,44.8,1025.3,10.0,7.5,0.05
2002-04-27,45.5,1020.9,8.4,10.7,0.0
2002-04-28,48.9,1003.3,7.3,14.3,0.67
2002-04-29,48.1,1015.5,10.0,8.6,0.0
2002-04-30,54.6,1012.1,10.0,6.0,0.0
2002-05-01,54.8,1008.3,9.9,8.1,0.0
2002-05-02,48.7,1004.6,9.4,13.3,0.05
2002-05-03,47.7,1017.8,10.0,8.3,0.0
2002-05-04,52.5,1021.9,10.0,5.6,0.0
2002-05-05,58.5,1021.1,10.0,7.4,0.0
2002-05-06,67.0,1012.5,9.1,10.1,0.0
2002-05-07,58.1,1015.2,9.3,11.6,0.0
2002-05-08,53.1,1014.3,7.7,9.4,0.0
2002-05-09,60.0,1006.8,7.9,15.2,0.2
2002-05-10,55.3,1023.0,10.0,10.9,0.0
2002-05-11,52.9,1026.3,7.9,9.9,0.0
2002-05-12,50.7,1014.2,3.2,6.2,1.61
